"$submission_id";"$created";"Hvilke roller har du i musikkarbeidet ditt?";"Rolle i musikkproduksjon";"Din situasjon som musiker";"Hvor lang erfaring har du med musikk?";"Hvilken aldersgruppe tilhører du?";"Hovedsjangre du jobber med?.Pop";"Hovedsjangre du jobber med?.Hip hop / RnB";"Hovedsjangre du jobber med?.EDM / elektronisk";"Hovedsjangre du jobber med?.Rock / metal";"Hovedsjangre du jobber med?.Indie / alternativ";"Hovedsjangre du jobber med?.Film-/spillmusikk / mediekomposisjon";"Hovedsjangre du jobber med?.Jazz";"Hovedsjangre du jobber med?.Klassisk ";"Hovedsjangre du jobber med?.Samtidsmusikk";"Hovedsjangre du jobber med?.Annet";"Har du brukt KI i musikk?";"Hva har du brukt KI til?.Idéutvikling (melodier, akkordprogresjoner, beats, loops)";"Hva har du brukt KI til?.Tekst/lyrics";"Hva har du brukt KI til?.Lyddesign (presets, samples, sound design)";"Hva har du brukt KI til?.Mixing / Mastering";"Hva har du brukt KI til?.Markedsføring";"Hva har du brukt KI til?.Demixing";"Hva har du brukt KI til?.Transkribering";"Hva har du brukt KI til?.Vokal (KI-generert sangstemme)";"Hva har du brukt KI til?.Annet (spesifiser):";"Spesifiser hva du har brukt KI til:";"Hvorfor bruker du ikke KI?.Har ikke hatt behov";"Hvorfor bruker du ikke KI?.Vet for lite om KI-verktøy";"Hvorfor bruker du ikke KI?.Foretrekker tradisjonell arbeidsflyt";"Hvorfor bruker du ikke KI?.Stoler ikke på kvaliteten";"Hvorfor bruker du ikke KI?.Etiske eller juridiske bekymringer";"Hvorfor bruker du ikke KI?.Kostnad";"Hvorfor bruker du ikke KI?.Annet";"Hvor ofte bruker du KI i musikk?";"Jeg føler at KI-generert musikk truer min framtid som musiker.";"Jeg er bekymret for at inntektene mine vil synke på grunn av KI.";"KI-verktøy kan gjøre meg mer effektiv i arbeidet mitt.";"Jeg er nysgjerrig på å lære mer om KI-verktøy for musikk.";"KI kan ikke erstatte min kreativitet som musiker.";"Jeg ser først og fremst på KI som et nyttig verktøy, ikke som en konkurrent.";"KI-generert musikk kan være like bra som menneskeskapt musikk";"Hvor sannsynlig er det at du kommer til å bruke KI-verktøy i musikk de neste to årene?";"Hva vil du eventuelt bruke KI til framover?.Idéutvikling (melodier, beats, akkorder)";"Hva vil du eventuelt bruke KI til framover?.Arrangement / strukturering av låter";"Hva vil du eventuelt bruke KI til framover?.Lyddesign / sound design";"Hva vil du eventuelt bruke KI til framover?.Mixing / Mastering";"Hva vil du eventuelt bruke KI til framover?.Tekstarbeid / lyrics";"Hva vil du eventuelt bruke KI til framover?.Forprosjekter/skisser til kunder";"Hva vil du eventuelt bruke KI til framover?.Markedsføring";"Hva vil du eventuelt bruke KI til framover?.Transkribering";"Hva vil du eventuelt bruke KI til framover?.Vokal (KI-generert sangstemme)";"Hva vil du eventuelt bruke KI til framover?.Demixing";"Hva vil du eventuelt bruke KI til framover?.Annet";"Hva vil du eventuelt bruke KI til framover?.Ingen planer om å bruke KI";"Er det noe mer du vil legge til om KI og musikk?";"$answer_time_ms"
"40041376";"2026-01-14T09:40:00+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"4–7 år";"45–54 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Litt enig";"Litt enig";"Litt enig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"";"166241"
"40041387";"2026-01-14T09:40:09+01:00";"Artist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Litt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Jeg føler at inntoget av KI-musikk har gjort noe med min tillit til den musikken jeg blir presentert i spillelister på streamingtjenester, og siden jeg ikke ønsker å støtte KI-musikk holder jeg meg derfor kun til spillelister og artister som jeg er ganske sikker ikke er KI. Ønsker at det blir obligatorisk å merke KI-musikk tydelig, slik at forbrukere kan ta informerte valg.";"274946"
"40041400";"2026-01-14T09:40:20+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"18–24 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Verken enig eller uenig";"Helt uenig";"Lite sannsynlig";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"177520"
"40041404";"2026-01-14T09:40:23+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"0";"1";"0";"1";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt uenig";"Helt uenig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"Jeg bruker mest KI til kjedelige og administrative oppgaver. Typisk er til søknadsskriving og rapportering til kulturrådet osv. bruker det også til budsjetter. Har brukt det litt til tekst, men kun to-fire å utvikle ideer og for å slippe å sette meg fast.";"304193"
"40041407";"2026-01-14T09:40:24+01:00";"Musikkprodusent";"Profesjonell frilans musikkprodusent";"";"mer enn 8 år";"35–44 år";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"1";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Helt enig";"Helt enig";"Litt enig";"Verken enig eller uenig";"Helt enig";"Helt uenig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"Jeg mener ki generert musikk som er trent opp på våre verker i bunn og grunn er en form for plagiat og burde vært forbudt.";"244510"
"40041431";"2026-01-14T09:40:41+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"0";"0";"0";"0";"0";"";"Helt uenig";"Helt uenig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Litt enig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"";"100450"
"40041455";"2026-01-14T09:41:00+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"1";"0";"0";"0";"0";"0";"1";"1";"Laster opp demoer på låter jeg har skrevet og får KI (Suno) til å utarbeide forslag til produksjon. Dette er det jeg absolutt bruker det mest til.";"0";"0";"0";"0";"0";"0";"0";"Svært ofte (nesten hver uke eller oftere)";"Helt uenig";"Helt uenig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Helt enig";"Helt uenig";"Svært sannsynlig";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"";"324311"
"40041481";"2026-01-14T09:41:20+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Litt enig";"Helt enig";"Litt uenig";"Litt uenig";"Litt uenig";"Helt uenig";"Verken enig eller uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI er i utgangspunktet en dårlig ide for musikkbransjen. Slik jeg ser det så er bransjen ferdig. Det er umulig å stoppe denne utviklingen nå desverre";"183310"
"40041499";"2026-01-14T09:41:29+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Litt enig";"Litt enig";"Verken enig eller uenig";"Verken enig eller uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"194808"
"40041502";"2026-01-14T09:41:31+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"1";"0";"0";"";"Helt enig";"Litt enig";"Litt uenig";"Litt enig";"Helt enig";"Litt uenig";"Litt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"217155"
"40041503";"2026-01-14T09:41:31+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"1";"0";"1";"0";"1";"Språklig gjennomgang av tekster";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Svært sannsynlig";"0";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"0";"";"210334"
"40041517";"2026-01-14T09:41:41+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"1";"1";"0";"1";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Bruker Moises";"231931"
"40041554";"2026-01-14T09:42:12+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"1–3 år";"35–44 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"1";"";"Helt enig";"Helt enig";"Helt enig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Jeg får inn kunder i studio som har laget demo med KI, men vi ender med å måtte gjøre alt manuelt av to grunner: - appen mestrer ikke å f.eks. lage stems ut fra første idé uten vokal (da kommer det bare nye ideer hver gang kunden spør) - sounden blir for lite særegen i forhold til hva vi klarer å skape selv, og treffer heller ingen nerve";"338415"
"40041557";"2026-01-14T09:42:15+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"1";"";"Litt uenig";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Verken enig eller uenig";"Litt enig";"Verken enig eller uenig";"Lite sannsynlig";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"";"155907"
"40041567";"2026-01-14T09:42:25+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Verken sannsynlig eller usannsynlig";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"Alt med måte";"267903"
"40041584";"2026-01-14T09:42:44+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"Ja";"1";"0";"0";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Litt enig";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Ganske sannsynlig";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"";"400559"
"40041608";"2026-01-14T09:43:03+01:00";"Hobby";"";"";"1–3 år";"45–54 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Profesjonalisere demo med egenkomponert melodi og tekst. Teste flyt i teksten";"0";"0";"0";"0";"0";"0";"0";"Av og til (ca. månedlig)";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Svært sannsynlig";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"";"167700"
"40041611";"2026-01-14T09:43:08+01:00";"Låtskriver / komponist";"";"Annet";"mer enn 8 år";"45–54 år";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Litt enig";"Litt uenig";"Helt enig";"Litt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Bruker kun AI som verktøy til å separere vokal og soloinstrumenter fra stereomikser der det er nødvendig og man ikke har tilgang til separate stems.  Bruk av AI som ren generativ snarvei fremfor å skape ektefølt musikk fra hjertet er helt uaktuelt for min del. Og det bør i all hovedsak separeres mellom ekte musikk og AI-musikk på alle strømme- og musikkplattformer samt merkes tydelig hva som er hva til enhver tid slik at folk kan ta et bevisst valg om hva de vil høre på.";"389471"
"40041627";"2026-01-14T09:43:28+01:00";"Hobby";"";"";"mer enn 8 år";"18–24 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Litt enig";"Litt enig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"131539"
"40041632";"2026-01-14T09:43:32+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Ja";"1";"1";"1";"1";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Svært ofte (nesten hver uke eller oftere)";"Litt enig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Helt enig";"Litt enig";"Litt enig";"Ganske sannsynlig";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"Dette er helt nytt for meg, bruker suno som jeg snublet over for 2 uker siden. er nå pro kunde og forsker på hva dette er. Har fått flotte melodi mixer etter å ha lastet opp egne komponerte låter med suno.  Dette er mixer som jeg ikke hadde klart å sette i sammen selv uten ki. synes ki er spennende, men vill nok bli utnyttet av flere som ikke har kunnskap om komponering.  Tenker også at melodi grandprix vill endre seg når ki kan generere hitter på løpende bånd.";"685026"
"40041634";"2026-01-14T09:43:34+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"35–44 år";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Litt uenig";"Verken enig eller uenig";"Litt uenig";"Litt enig";"Helt enig";"Litt enig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Skulle ønske at det ikke var mulig å tjene penger på KI musikk";"334710"
"40041640";"2026-01-14T09:43:37+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"4–7 år";"55 år eller eldre";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"Ja";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Produksjon";"0";"0";"0";"0";"0";"0";"0";"Svært ofte (nesten hver uke eller oftere)";"Helt uenig";"Litt enig";"Helt enig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Svært sannsynlig";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"KI er et godt verktøy for å sette sammen mine komposisjoner når musikken skal produseres.";"381023"
"40041657";"2026-01-14T09:43:58+01:00";"Låtskriver / komponist";"";"Hobby (ingen inntekt fra musikk)";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"1";"";"Litt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"152298"
"40041668";"2026-01-14T09:44:10+01:00";"Utøvende musiker";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"0";"0";"0";"";"Helt uenig";"Helt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Litt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Nei";"176938"
"40041677";"2026-01-14T09:44:16+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"1";"1";"0";"0";"";"Litt enig";"Helt enig";"Litt enig";"Litt uenig";"Helt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"122804"
"40041697";"2026-01-14T09:44:46+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Helt uenig";"Helt uenig";"Litt enig";"Helt enig";"Helt enig";"Helt enig";"Verken enig eller uenig";"Ganske sannsynlig";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"";"127790"
"40041709";"2026-01-14T09:44:54+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"0";"0";"1";"0";"0";"";"Litt enig";"Helt enig";"Verken enig eller uenig";"Helt enig";"Helt enig";"Litt enig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Jeg kommer nok til ånsette meg inn i hva ki-generert musikk kin bidra med og hva det er ER og hvordan det fungerer. Før dette har jeg ingen helt konkrete svar på det som spørres om her. så jeg vil ta i bruk KI- musikk og ikke minst utforske metoder for å få innsikt og kunnskap om det. Om man velger å ta det i bruk inne i egen produksjon så bør det opplyses om. Det er jo klart at ting vil gå raskere ved bruk av en «kunstig» sekretær som fikser ting for deg. Samtidig blir produksjonen ikke kun menneskelaget lenger og det er et etisk forhold man må ta innover seg.";"991424"
"40041712";"2026-01-14T09:44:59+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Verken enig eller uenig";"Helt enig";"Litt enig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"våre rettigheter som komponister må beskyttes. Våre sanger sound og varemerke og sound må ikke kunne kopieres og gjenskapes. Spotify har tatt seg slike rettigheter. Vi ønsker beskyttelse. Et annet eksempel- man skal ikke ha love til å ta noen streker av forskjellige tegninger av Picasso og lage et helt nytt bilde.";"410446"
"40041727";"2026-01-14T09:45:13+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"25–34 år";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"1";"0";"0";"";"Helt enig";"Helt enig";"Verken enig eller uenig";"Litt uenig";"Helt enig";"Litt uenig";"Helt uenig";"Lite sannsynlig";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"";"193033"
"40041731";"2026-01-14T09:45:17+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"0";"1";"0";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Helt enig";"Litt enig";"Litt enig";"Litt enig";"Verken enig eller uenig";"Litt uenig";"Verken sannsynlig eller usannsynlig";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"Utfordringen ligger i at strømmetjenestene sidestiller KI generert musikk med musikk skrevet av musikere / ekte mennesker. Vanlige musikere og komponister vil ikke kunne vinne over KI generert musikk i volum over tid og dermed vil inntektene også forsvinne på lang sikt. Historien har mange eksempler på at vi skal omfavne ny teknologi og bruke det smart, men for første gang kan nå et helt musikalsk verk genereres kun ved promt og uten musikalsk innsikt, og da har verktøyene blitt mer enn et verktøy, og mer en automasjon. Det kan jeg ikke se at kunstneren er tjent med på sikt. Skal dette reguleres eller ikke? Vet ikke.";"453674"
"40041734";"2026-01-14T09:45:22+01:00";"Artist";"";"Annet";"mer enn 8 år";"45–54 år";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Litt uenig";"Litt uenig";"Helt uenig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"107759"
"40041735";"2026-01-14T09:45:23+01:00";"Hobby";"";"";"mer enn 8 år";"55 år eller eldre";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Ja";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"0";"Sjelden (noen ganger i året)";"Litt enig";"Litt enig";"Litt enig";"Litt uenig";"Helt uenig";"Litt enig";"Litt enig";"Lite sannsynlig";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"";"192927"
"40041736";"2026-01-14T09:45:23+01:00";"Artist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"1";"0";"0";"";"Helt enig";"Helt enig";"Helt uenig";"Helt uenig";"Helt enig";"Helt uenig";"Helt uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"KI stjeler musikk fra ekte artister, og skviser ut ekte artister fra strømmetjenester med backing fra forferdelige selskaper som Spotify. Huff.";"301028"
"40041738";"2026-01-14T09:45:25+01:00";"Utøvende musiker";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"55 år eller eldre";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"0";"1";"0";"1";"0";"0";"";"Verken enig eller uenig";"Verken enig eller uenig";"Litt enig";"Litt enig";"Helt enig";"Litt enig";"Helt uenig";"Ganske sannsynlig";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"197246"
"40041748";"2026-01-14T09:45:32+01:00";"Låtskriver / komponist";"";"Jobber deltid/frilans ved siden av annet arbeid";"mer enn 8 år";"35–44 år";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Ja";"1";"0";"0";"0";"0";"0";"0";"1";"0";"";"0";"0";"0";"0";"0";"0";"0";"Ofte (flere ganger i måneden)";"Helt uenig";"Helt uenig";"Helt enig";"Helt enig";"Helt uenig";"Helt enig";"Verken enig eller uenig";"Svært sannsynlig";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Ja jeg synes diskusjonen er helt feil, for meg er det ikke annerledes enn at jeg sitter med en produsent i studio og forteller hvordan han skal spille inn de ulike instrumentene i DAW. Prosessen blir raskere og jeg benytter de som mine musikere. Jeg er enig i at det blir en utsatt gruppe her som blir mindre ""viktige"" men å tro at AI alene kan gjøre alt for at det blir en hit mangler du kunnskap. Men at det er en annen type mennesker som nå kommer til å tre frem kreativt ABSOLUTT. Musikkbransjen i seg har vært veldig lukket, jeg kan ikke se på noe som helst at det menneskelige kreative er borte.";"394594"
"40041749";"2026-01-14T09:45:34+01:00";"Hobby";"";"";"mer enn 8 år";"35–44 år";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"1";"0";"0";"0";"";"Litt uenig";"Verken enig eller uenig";"Litt enig";"Helt uenig";"Helt enig";"Litt enig";"Helt uenig";"Lite sannsynlig";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"122449"
"40041750";"2026-01-14T09:45:35+01:00";"Artist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"35–44 år";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"1";"0";"0";"0";"0";"";"Helt enig";"Helt enig";"Verken enig eller uenig";"Helt uenig";"Helt enig";"Helt uenig";"Verken enig eller uenig";"Svært lite sannsynlig";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"";"267685"
"40041752";"2026-01-14T09:45:36+01:00";"Låtskriver / komponist";"";"musikk som hovedinntektskilde";"mer enn 8 år";"45–54 år";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Nei";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"1";"1";"0";"0";"0";"0";"0";"";"Verken enig eller uenig";"Litt enig";"Litt enig";"Litt enig";"Helt enig";"Helt enig";"Helt uenig";"Ganske sannsynlig";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"100512"
